itm_no_item|INVALID ITEM{***}
itm_spangenhelm_8_pl|老式简易链甲护颈头盔
itm_spangenhelm_9|全盔
itm_spangenhelm_9_pl|全盔
itm_spangenhelm_10|全盔
itm_spangenhelm_10_pl|全盔
itm_spangenhelm_11|老式全盔
itm_spangenhelm_11_pl|老式全盔
itm_spangenhelm_12|老式全盔
itm_spangenhelm_12_pl|老式全盔
itm_spangenhelm_13|全盔
itm_spangenhelm_13_pl|全盔
itm_spangenhelm_14|全盔
itm_spangenhelm_14_pl|全盔
itm_spangenhelm_15|全盔
itm_spangenhelm_15_pl|全盔
itm_spangenhelm_16|老式全盔
itm_spangenhelm_16_pl|老式全盔
itm_spangenhelm_17|老式全盔
itm_spangenhelm_17_pl|老式全盔
itm_spangenhelm_18|老式全盔
itm_spangenhelm_18_pl|老式全盔
itm_spangenhelm_19|带护鼻头盔
itm_spangenhelm_19_pl|带护鼻头盔
itm_spangenhelm_20|带护鼻头盔
itm_spangenhelm_20_pl|带护鼻头盔
itm_spangenhelm_21|带护鼻头盔
itm_spangenhelm_21_pl|带护鼻头盔
itm_spangenhelm_22|带护鼻头盔
itm_spangenhelm_22_pl|带护鼻头盔
itm_spangenhelm_23|老式头盔
itm_spangenhelm_23_pl|老式头盔
itm_spangenhelm_24|老式带护鼻头盔
itm_spangenhelm_24_pl|老式带护鼻头盔
itm_spangenhelm_25|带皮护颈头盔
itm_spangenhelm_25_pl|带皮护颈头盔
itm_spangenhelm_26|带皮护颈头盔
itm_spangenhelm_26_pl|带皮护颈头盔
itm_spangenhelm_27|带皮护颈头盔
itm_spangenhelm_27_pl|带皮护颈头盔
itm_spangenhelm_28|老式带皮护颈头盔
itm_spangenhelm_28_pl|老式带皮护颈头盔
itm_spangenhelm_29|老式带皮护颈头盔
itm_spangenhelm_29_pl|老式带皮护颈头盔
itm_spangenhelm_30|撒克逊带皮护颈头盔
itm_spangenhelm_30_pl|撒克逊带皮护颈头盔
itm_spangenhelm_31|链甲护颈头盔
itm_spangenhelm_31_pl|链甲护颈头盔
itm_spangenhelm_32|链甲护颈头盔
itm_spangenhelm_32_pl|链甲护颈头盔
itm_spangenhelm_33|老式链甲护颈头盔
itm_spangenhelm_33_pl|老式链甲护颈头盔
itm_spangenhelm_34|老式链甲护颈头盔
itm_spangenhelm_34_pl|老式链甲护颈头盔
itm_spangenhelm_35|全盔
itm_spangenhelm_35_pl|全盔
itm_spangenhelm_36|全盔
itm_spangenhelm_36_pl|全盔
itm_spangenhelm_37|全盔
itm_spangenhelm_37_pl|全盔
itm_spangenhelm_38|老式全盔
itm_spangenhelm_38_pl|老式全盔
itm_spangenhelm_39|老式全盔
itm_spangenhelm_39_pl|老式全盔
itm_spangenhelm_40|老式全盔
itm_spangenhelm_40_pl|老式全盔
itm_vikingold_helm|老式诺尔斯盔
itm_vikingold_helm_pl|老式诺尔斯盔
itm_vikingold_helm2|老式诺尔斯盔
itm_vikingold_helm2_pl|老式诺尔斯盔
itm_vikingold_helm3|带护鼻老式诺尔斯盔
itm_vikingold_helm3_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm4|带护鼻老式诺尔斯盔
itm_vikingold_helm4_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm5|带护鼻老式诺尔斯盔
itm_vikingold_helm5_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm6|带护鼻老式诺尔斯盔
itm_vikingold_helm6_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm7|老式头盔
itm_vikingold_helm7_pl|老式头盔
itm_vikingold_helm8|老式头盔
itm_vikingold_helm8_pl|老式头盔
itm_vikingold_helm9|带护鼻老式诺尔斯盔
itm_vikingold_helm9_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm10|带护鼻老式诺尔斯盔
itm_vikingold_helm10_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm11|带护鼻老式诺尔斯盔
itm_vikingold_helm11_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm12|带护鼻老式诺尔斯盔
itm_vikingold_helm12_pl|带护鼻老式诺尔斯盔
itm_vikingold_helm13|老式诺尔斯链甲护颈头盔
itm_vikingold_helm13_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm14|老式诺尔斯链甲护颈头盔
itm_vikingold_helm14_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm15|老式诺尔斯链甲护颈头盔
itm_vikingold_helm15_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm16|老式诺尔斯链甲护颈头盔
itm_vikingold_helm16_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm17|老式诺尔斯链甲护颈头盔
itm_vikingold_helm17_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm18|老式诺尔斯链甲护颈头盔
itm_vikingold_helm18_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_helm19|老式诺尔斯全盔
itm_vikingold_helm19_pl|老式诺尔斯全盔
itm_vikingold_helm20|老式诺尔斯全盔
itm_vikingold_helm20_pl|老式诺尔斯全盔
itm_vikingold_helm21|老式诺尔斯全盔
itm_vikingold_helm21_pl|老式诺尔斯全盔
itm_vikingold_helm22|老式诺尔斯全盔
itm_vikingold_helm22_pl|老式诺尔斯全盔
itm_vikingold_helm23|老式诺尔斯全盔
itm_vikingold_helm23_pl|老式诺尔斯全盔
itm_vikingold_helm24|老式诺尔斯全盔
itm_vikingold_helm24_pl|老式诺尔斯全盔
itm_viking_helm|简易诺尔斯盔
itm_viking_helm_pl|简易诺尔斯盔
itm_viking_helm2|简易诺尔斯盔
itm_viking_helm2_pl|简易诺尔斯盔
itm_viking_helm3|带护鼻诺尔斯盔
itm_viking_helm3_pl|带护鼻诺尔斯盔
itm_viking_helm4|带护鼻诺尔斯盔
itm_viking_helm4_pl|带护鼻诺尔斯盔
itm_viking_helm5|带护鼻诺尔斯盔
itm_viking_helm5_pl|带护鼻诺尔斯盔
itm_viking_helm6|带护鼻诺尔斯盔
itm_viking_helm6_pl|带护鼻诺尔斯盔
itm_viking_helm7|诺尔斯盔
itm_viking_helm7_pl|诺尔斯盔
itm_viking_helm8|诺尔斯盔
itm_viking_helm8_pl|诺尔斯盔
itm_viking_helm9|带护鼻诺尔斯盔
itm_viking_helm9_pl|带护鼻诺尔斯盔
itm_viking_helm10|带护鼻诺尔斯盔
itm_viking_helm10_pl|带护鼻诺尔斯盔
itm_viking_helm11|带护鼻诺尔斯盔
itm_viking_helm11_pl|带护鼻诺尔斯盔
itm_viking_helm12|带护鼻诺尔斯盔
itm_viking_helm12_pl|带护鼻诺尔斯盔
itm_viking_helm13|诺尔斯链甲护颈盔
itm_viking_helm13_pl|诺尔斯链甲护颈盔
itm_viking_helm14|诺尔斯链甲护颈盔
itm_viking_helm14_pl|诺尔斯链甲护颈盔
itm_viking_helm15|带护鼻诺尔斯盔
itm_viking_helm15_pl|带护鼻诺尔斯盔
itm_viking_helm16|带护鼻诺尔斯盔
itm_viking_helm16_pl|带护鼻诺尔斯盔
itm_viking_helm17|带护鼻诺尔斯盔
itm_viking_helm17_pl|带护鼻诺尔斯盔
itm_viking_helm18|带护鼻诺尔斯盔
itm_viking_helm18_pl|带护鼻诺尔斯盔
itm_viking_helm19|诺尔斯全盔
itm_viking_helm19_pl|诺尔斯全盔
itm_viking_helm20|诺尔斯全盔
itm_viking_helm20_pl|诺尔斯全盔
itm_viking_helm21|诺尔斯全盔
itm_viking_helm21_pl|诺尔斯全盔
itm_viking_helm22|诺尔斯全盔
itm_viking_helm22_pl|诺尔斯全盔
itm_viking_helm23|诺尔斯全盔
itm_viking_helm23_pl|诺尔斯全盔
itm_viking_helm24|诺尔斯全盔
itm_viking_helm24_pl|诺尔斯全盔
itm_vikingold_elitehelm1|老式诺尔斯盔
itm_vikingold_elitehelm1_pl|老式诺尔斯盔
itm_vikingold_elitehelm2|老式诺尔斯盔
itm_vikingold_elitehelm2_pl|老式诺尔斯盔
itm_vikingold_elitehelm3|老式诺尔斯盔
itm_vikingold_elitehelm3_pl|老式诺尔斯盔
itm_vikingold_elitehelm4|老式带皮护颈诺尔斯盔
itm_vikingold_elitehelm4_pl|老式带皮护颈诺尔斯盔
itm_vikingold_elitehelm5|老式带皮护颈诺尔斯盔
itm_vikingold_elitehelm5_pl|老式带皮护颈诺尔斯盔
itm_vikingold_elitehelm6|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm6_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm7|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm7_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm8|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm8_pl|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm9|老式诺尔斯链甲护颈头盔
itm_vikingold_elitehelm9_pl|老式诺尔斯链甲护颈头盔
itm_viking_elitehelm1|诺尔斯盔
itm_viking_elitehelm1_pl|诺尔斯盔
itm_viking_elitehelm2|诺尔斯盔
itm_viking_elitehelm2_pl|诺尔斯盔
itm_viking_elitehelm3|带皮护颈诺尔斯盔
itm_viking_elitehelm3_pl|带皮护颈诺尔斯盔
itm_viking_elitehelm4|诺尔斯盔
itm_viking_elitehelm4_pl|诺尔斯盔
itm_viking_elitehelm5|带皮护颈诺尔斯盔
itm_viking_elitehelm5_pl|带皮护颈诺尔斯盔
itm_viking_elitehelm6|带皮护颈诺尔斯盔
itm_viking_elitehelm6_pl|带皮护颈诺尔斯盔
itm_viking_elitehelm7|诺尔斯链甲护颈盔
itm_viking_elitehelm7_pl|诺尔斯链甲护颈盔
itm_viking_elitehelm8|诺尔斯链甲护颈盔
itm_viking_elitehelm8_pl|诺尔斯链甲护颈盔
itm_viking_elitehelm9|诺尔斯链甲护颈盔
itm_viking_elitehelm9_pl|诺尔斯链甲护颈盔
itm_viking_noblehelm1|诺尔斯精英盔
itm_viking_noblehelm1_pl|诺尔斯精英盔
itm_viking_noblehelm2|带皮护颈诺尔斯精英盔
itm_viking_noblehelm2_pl|带皮护颈诺尔斯精英盔
itm_viking_noblehelm3|链甲护颈诺尔斯精英盔
itm_viking_noblehelm3_pl|链甲护颈诺尔斯精英盔
itm_angle_helmet1|老式带皮护颈头盔
itm_angle_helmet1_pl|老式带皮护颈头盔
itm_angle_helmet2|带皮护颈头盔
itm_angle_helmet2_pl|带皮护颈头盔
itm_angle_helmet3|老式链甲护颈头盔
itm_angle_helmet3_pl|老式链甲护颈头盔
itm_angle_helmet4|链甲护颈头盔
itm_angle_helmet4_pl|链甲护颈头盔
itm_angle_helmet5|旧式全盔
itm_angle_helmet5_pl|旧式全盔
itm_angle_helmet6|全盔
itm_angle_helmet6_pl|全盔
itm_elf_helmet|精灵之盔
itm_elf_helmet_pl|精灵之盔
itm_noble_helm_smith|贵族盔
itm_noble_helm_smith_pl|贵族盔
itm_hersir_helm|赫希尔之盔
itm_hersir_helm_pl|赫希尔之盔
itm_crown1|王冠
itm_crown1_pl|王冠
itm_sarranid_horseman_helmet|无头
itm_sarranid_horseman_helmet_pl|无头
itm_saco_enlacabeza|麻袋
itm_saco_enlacabeza_pl|麻袋
itm_wooden_stick|木棍
itm_wooden_stick_pl|木棍
itm_club_hard|棍棒
itm_club_hard_pl|棍棒
itm_club_troll|巨人之斧
itm_club_troll_pl|巨人之斧
itm_knife|猎刀
itm_knife_pl|猎刀
itm_knife2|猎刀
itm_knife2_pl|猎刀
itm_knife3|猎刀
itm_knife3_pl|猎刀
itm_knife4|猎刀
itm_knife4_pl|猎刀
itm_knife5|猎刀
itm_knife5_pl|猎刀
itm_longseax1|阔刀
itm_longseax1_pl|阔刀
itm_longseax2|阔刀
itm_longseax2_pl|阔刀
itm_longseax3|阔刀
itm_longseax3_pl|阔刀
itm_longseax4|阔刀
itm_longseax4_pl|阔刀
itm_longseax5|阔刀
itm_longseax5_pl|阔刀
itm_longseax6|长刀
itm_longseax6_pl|长刀
itm_longseax7|长刀
itm_longseax7_pl|长刀
itm_longseax8|长刀
itm_longseax8_pl|长刀
itm_longseax9|长刀
itm_longseax9_pl|长刀
itm_longseax10|长刀
itm_longseax10_pl|长刀
itm_seax_1|刀
itm_seax_1_pl|刀
itm_seax_2|刀
itm_seax_2_pl|刀
itm_seax_3|刀
itm_seax_3_pl|刀
itm_seax_4|刀
itm_seax_4_pl|刀
itm_seax_5|刀
itm_seax_5_pl|刀
itm_ragnar_seax|拉格纳长刀
itm_ragnar_seax_pl|拉格纳长刀
itm_elf_seax|精灵长刀
itm_elf_seax_pl|精灵长刀
itm_spatha|凯尔特长剑
itm_spatha_pl|凯尔特长剑
itm_spatha_2|凯尔特长剑
itm_spatha_2_pl|凯尔特长剑
itm_spatha_3|凯尔特长剑
itm_spatha_3_pl|凯尔特长剑
itm_spatha_4|凯尔特长剑
itm_spatha_4_pl|凯尔特长剑
itm_spatha_5|凯尔特长剑
itm_spatha_5_pl|凯尔特长剑
itm_spatha_6|凯尔特长剑
itm_spatha_6_pl|凯尔特长剑
itm_spatha_7|凯尔特长剑
itm_spatha_7_pl|凯尔特长剑
itm_spatha_8|凯尔特长剑
itm_spatha_8_pl|凯尔特长剑
itm_sword|剑
itm_sword_pl|剑
itm_sword_2|剑
itm_sword_2_pl|剑
itm_sword_3|剑
itm_sword_3_pl|剑
itm_sword_4|剑
itm_sword_4_pl|剑
itm_sword_5|短剑
itm_sword_5_pl|短剑
itm_sword_6|短剑
itm_sword_6_pl|短剑
itm_sword_7|短剑
itm_sword_7_pl|短剑
itm_sword_8|短剑
itm_sword_8_pl|短剑
itm_new_sword1|短剑
itm_new_sword1_pl|短剑
itm_new_sword2|短剑
itm_new_sword2_pl|短剑
itm_new_sword3|短剑
itm_new_sword3_pl|短剑
itm_new_sword4|短剑
itm_new_sword4_pl|短剑
itm_new_sword5|短剑
itm_new_sword5_pl|短剑
itm_new_sword6|短剑
itm_new_sword6_pl|短剑
itm_noble_sword|华丽的剑
itm_noble_sword_pl|华丽的剑
itm_noble_sword_2|华丽的剑
itm_noble_sword_2_pl|华丽的剑
itm_noble_sword_3|华丽的剑
itm_noble_sword_3_pl|华丽的剑
itm_noble_sword_4|华丽的剑
itm_noble_sword_4_pl|华丽的剑
itm_noble_sword_5|华丽的剑
itm_noble_sword_5_pl|华丽的剑
itm_noble_sword_6|华丽的剑
itm_noble_sword_6_pl|华丽的剑
itm_old_swordv|布立吞剑
itm_old_swordv_pl|布立吞剑
itm_old_swordv2|布立吞剑
itm_old_swordv2_pl|布立吞剑
itm_old_swordv3|布立吞剑
itm_old_swordv3_pl|布立吞剑
itm_old_swordv4|布立吞剑
itm_old_swordv4_pl|布立吞剑
itm_old_swordv5|布立吞剑
itm_old_swordv5_pl|布立吞剑
itm_old_swordv6|布立吞剑
itm_old_swordv6_pl|布立吞剑
itm_old_swordv7|布立吞剑
itm_old_swordv7_pl|布立吞剑
itm_noble_sword_7|布立吞贵族剑
itm_noble_sword_7_pl|布立吞贵族剑
itm_noble_sword_8|布立吞贵族剑
itm_noble_sword_8_pl|布立吞贵族剑
itm_noble_sword_9|布立吞贵族剑
itm_noble_sword_9_pl|布立吞贵族剑
itm_noble_sword_10|布立吞贵族剑
itm_noble_sword_10_pl|布立吞贵族剑
itm_noble_sword_11|布立吞贵族剑
itm_noble_sword_11_pl|布立吞贵族剑
itm_noble_sword_12|布立吞贵族剑
itm_noble_sword_12_pl|布立吞贵族剑
itm_noble_sword_13|布立吞贵族剑
itm_noble_sword_13_pl|布立吞贵族剑
itm_noble_swordv|贵族剑
itm_noble_swordv_pl|贵族剑
itm_noble_swordv3|贵族剑
itm_noble_swordv3_pl|贵族剑
itm_noble_swordv4|贵族剑
itm_noble_swordv4_pl|贵族剑
itm_noble_swordv5|贵族剑
itm_noble_swordv5_pl|贵族剑
itm_noble_swordv6|贵族剑
itm_noble_swordv6_pl|贵族剑
itm_noble_swordv7|贵族剑
itm_noble_swordv7_pl|贵族剑
itm_irish_long_sword1|戈伊德尔贵族长剑
itm_irish_long_sword1_pl|戈伊德尔贵族长剑
itm_irish_long_sword2|戈伊德尔贵族长剑
itm_irish_long_sword2_pl|戈伊德尔贵族长剑
itm_irish_long_sword3|戈伊德尔长剑
itm_irish_long_sword3_pl|戈伊德尔长剑
itm_irish_long_sword4|戈伊德尔长剑
itm_irish_long_sword4_pl|戈伊德尔长剑
itm_irish_long_sword5|戈伊德尔长剑
itm_irish_long_sword5_pl|戈伊德尔长剑
itm_irish_long_sword6|戈伊德尔长剑
itm_irish_long_sword6_pl|戈伊德尔长剑
itm_irish_long_sword7|戈伊德尔长剑
itm_irish_long_sword7_pl|戈伊德尔长剑
itm_irish_long_sword8|戈伊德尔长剑
itm_irish_long_sword8_pl|戈伊德尔长剑
itm_irish_short_sword1|戈伊德尔短剑
itm_irish_short_sword1_pl|戈伊德尔短剑
itm_irish_short_sword2|戈伊德尔短剑
itm_irish_short_sword2_pl|戈伊德尔短剑
itm_irish_short_sword3|戈伊德尔短剑
itm_irish_short_sword3_pl|戈伊德尔短剑
itm_championsword1|戈伊德尔勇者剑
itm_championsword1_pl|戈伊德尔勇者剑
itm_championsword2|戈伊德尔勇者剑
itm_championsword2_pl|戈伊德尔勇者剑
itm_widow_maker|寡妇制造者
itm_widow_maker_pl|寡妇制造者
itm_suttonhoosword2|强盗王之剑
itm_suttonhoosword2_pl|强盗王之剑
itm_siren_song|海妖之歌
itm_siren_song_pl|海妖之歌
itm_sword_of_war|奥维尔之剑
itm_sword_of_war_pl|奥维尔之剑
itm_sword_premium1|纳德之剑
itm_sword_premium1_pl|纳德之剑
itm_sword_premium2|龙之剑
itm_sword_premium2_pl|龙之剑
itm_sword_premium3|布林朱庇特之剑
itm_sword_premium3_pl|布林朱庇特之剑
itm_hatchet|斧
itm_hatchet_pl|斧
itm_axe|斧
itm_axe_pl|斧
itm_axe_2|短战斧
itm_axe_2_pl|短战斧
itm_hand_axe|短战斧
itm_hand_axe_pl|短战斧
itm_axe_3|长战斧
itm_axe_3_pl|长战斧
itm_axe_4|长战斧
itm_axe_4_pl|长战斧
itm_one_handed_war_axe_a|短斧
itm_one_handed_war_axe_a_pl|短斧
itm_one_handed_war_axe_b|短斧
itm_one_handed_war_axe_b_pl|短斧
itm_one_handed_war_axe_c|短斧
itm_one_handed_war_axe_c_pl|短斧
itm_one_handed_war_axe_d|短斧
itm_one_handed_war_axe_d_pl|短斧
itm_one_handed_war_axe_e|长斧
itm_one_handed_war_axe_e_pl|长斧
itm_one_handed_war_axe_f|长斧
itm_one_handed_war_axe_f_pl|长斧
itm_axe_5|长手斧
itm_axe_5_pl|长手斧
itm_axe_6|手斧
itm_axe_6_pl|手斧
itm_axe_7|短手斧
itm_axe_7_pl|短手斧
itm_axe_8|短手斧
itm_axe_8_pl|短手斧
itm_axe_9|手斧
itm_axe_9_pl|手斧
itm_axe_10|重手斧
itm_axe_10_pl|重手斧
itm_pictish_hatchet|戈伊德尔斧
itm_pictish_hatchet_pl|戈伊德尔斧
itm_pictish_hatchet2|戈伊德尔斧
itm_pictish_hatchet2_pl|戈伊德尔斧
itm_pictish_hatchet3|戈伊德尔长斧
itm_pictish_hatchet3_pl|戈伊德尔长斧
itm_pictish_hatchet4|戈伊德尔长斧
itm_pictish_hatchet4_pl|戈伊德尔长斧
itm_pictish_hatchet5|皮克特斧
itm_pictish_hatchet5_pl|皮克特斧
itm_pictish_hatchet6|皮克特斧
itm_pictish_hatchet6_pl|皮克特斧
itm_pictish_hatchet7|皮克特斧
itm_pictish_hatchet7_pl|皮克特斧
itm_pictish_hatchet8|皮克特短斧
itm_pictish_hatchet8_pl|皮克特短斧
itm_pictish_hatchet9|皮克特重斧
itm_pictish_hatchet9_pl|皮克特重斧
itm_pictish_hatchet10|皮克特重斧
itm_pictish_hatchet10_pl|皮克特重斧
itm_pictish_hatchet11|戈伊德尔短手斧
itm_pictish_hatchet11_pl|戈伊德尔短手斧
itm_pictish_hatchet12|戈伊德尔短手斧
itm_pictish_hatchet12_pl|戈伊德尔短手斧
itm_pictish_hatchet13|戈伊德尔短手斧
itm_pictish_hatchet13_pl|戈伊德尔短手斧
itm_pictish_hatchet14|戈伊德尔短手斧
itm_pictish_hatchet14_pl|戈伊德尔短手斧
itm_pictish_hatchet15|戈伊德尔长手斧
itm_pictish_hatchet15_pl|戈伊德尔长手斧
itm_pictish_hatchet16|戈伊德尔长手斧
itm_pictish_hatchet16_pl|戈伊德尔长手斧
itm_pictish_hatchet17|戈伊德尔贵族斧
itm_pictish_hatchet17_pl|戈伊德尔贵族斧
itm_pictish_hatchet18|戈伊德尔贵族斧
itm_pictish_hatchet18_pl|戈伊德尔贵族斧
itm_long_axe_b|伐木斧
itm_long_axe_b_pl|伐木斧
itm_frankish_axe|法兰克战斧
itm_frankish_axe_pl|法兰克战斧
itm_staff|棍
itm_staff_pl|棍
itm_quarter_staff|短棍
itm_quarter_staff_pl|短棍
itm_pitch_fork|草叉
itm_pitch_fork_pl|草叉
itm_battle_fork|牧羊杖
itm_battle_fork_pl|牧羊杖
itm_light_spear1|轻型矛
itm_light_spear1_pl|轻型矛
itm_light_spear2|轻型矛
itm_light_spear2_pl|轻型矛
itm_light_spear3|轻型矛
itm_light_spear3_pl|轻型矛
itm_light_spear4|轻型矛
itm_light_spear4_pl|轻型矛
itm_war_spear1|战矛
itm_war_spear1_pl|战矛
itm_war_spear2|战矛
itm_war_spear2_pl|战矛
itm_war_spear3|战矛
itm_war_spear3_pl|战矛
itm_heavy_spear1|加重矛
itm_heavy_spear1_pl|加重矛
itm_heavy_spear2|加重矛
itm_heavy_spear2_pl|加重矛
itm_heavy_spear3|加重矛
itm_heavy_spear3_pl|加重矛
itm_long_light_spear1|轻型长矛
itm_long_light_spear1_pl|轻型长矛
itm_long_light_spear2|轻型长矛
itm_long_light_spear2_pl|轻型长矛
itm_long_war_spear1|长战矛
itm_long_war_spear1_pl|长战矛
itm_long_war_spear2|长战矛
itm_long_war_spear2_pl|长战矛
itm_long_heavy_spear1|加重长矛
itm_long_heavy_spear1_pl|加重长矛
itm_long_heavy_spear2|加重长矛
itm_long_heavy_spear2_pl|加重长矛
itm_new_mace|长枪
itm_new_mace_pl|长枪
itm_premium_spear1|冈格尼尔
itm_premium_spear1_pl|冈格尼尔
itm_standard|军旗
itm_standard_pl|军旗
itm_standard_dragon|龙旗
itm_standard_dragon_pl|龙旗
itm_horn|号角
itm_horn_pl|号角
itm_horn_multi|号角
itm_horn_multi_pl|号角
itm_wooden_shield|圆盾
itm_wooden_shield_pl|圆盾
itm_viking_shield_round_06|圆盾
itm_viking_shield_round_06_pl|圆盾
itm_viking_shield_round_07|圆盾
itm_viking_shield_round_07_pl|圆盾
itm_viking_shield_round_10|圆盾
itm_viking_shield_round_10_pl|圆盾
itm_viking_shield_round_11|圆盾
itm_viking_shield_round_11_pl|圆盾
itm_viking_shield_round_08|圆盾
itm_viking_shield_round_08_pl|圆盾
itm_viking_shield_round_09|圆盾
itm_viking_shield_round_09_pl|圆盾
itm_viking_shield_round_12|圆盾
itm_viking_shield_round_12_pl|圆盾
itm_viking_shield_round_13|圆盾
itm_viking_shield_round_13_pl|圆盾
itm_viking_shield_round_01|生皮盾
itm_viking_shield_round_01_pl|生皮盾
itm_viking_shield_round_02|生皮盾
itm_viking_shield_round_02_pl|生皮盾
itm_viking_shield_round_03|生皮盾
itm_viking_shield_round_03_pl|生皮盾
itm_viking_shield_round_14|生皮盾
itm_viking_shield_round_14_pl|生皮盾
itm_viking_shield_round_15|生皮盾
itm_viking_shield_round_15_pl|生皮盾
itm_viking_shield_round_04|生皮圆盾
itm_viking_shield_round_04_pl|生皮圆盾
itm_viking_shield_round_05|生皮圆盾
itm_viking_shield_round_05_pl|生皮圆盾
itm_viking_shield_round_16|生皮圆盾
itm_viking_shield_round_16_pl|生皮圆盾
itm_viking_shield_round_17|生皮圆盾
itm_viking_shield_round_17_pl|生皮圆盾
itm_viking_shield_round_18|生皮圆盾
itm_viking_shield_round_18_pl|生皮圆盾
itm_viking_shield_round_19|生皮圆盾
itm_viking_shield_round_19_pl|生皮圆盾
itm_viking_shield_round_20|生皮圆盾
itm_viking_shield_round_20_pl|生皮圆盾
itm_viking_shield_round_21|生皮圆盾
itm_viking_shield_round_21_pl|生皮圆盾
itm_shield_1|凸圆盾
itm_shield_1_pl|凸圆盾
itm_shield_2|凸圆盾
itm_shield_2_pl|凸圆盾
itm_shield_3|凸圆盾
itm_shield_3_pl|凸圆盾
itm_shield_4|凸圆盾
itm_shield_4_pl|凸圆盾
itm_shield_5|凸圆盾
itm_shield_5_pl|凸圆盾
itm_shield_6|凸圆盾
itm_shield_6_pl|凸圆盾
itm_shield_6_2|凸圆盾
itm_shield_6_2_pl|凸圆盾
itm_shield_7|勇士盾
itm_shield_7_pl|勇士盾
itm_shield_8|勇士盾
itm_shield_8_pl|勇士盾
itm_shield_9|勇士盾
itm_shield_9_pl|勇士盾
itm_shield_10|圆盾
itm_shield_10_pl|圆盾
itm_shield_11|生皮盾
itm_shield_11_pl|生皮盾
itm_shield_12|斯维尔盾
itm_shield_12_pl|斯维尔盾
itm_shield_13|圆盾
itm_shield_13_pl|圆盾
itm_shield_14|圆盾
itm_shield_14_pl|圆盾
itm_shield_15|生皮盾
itm_shield_15_pl|生皮盾
itm_shield_16|生皮盾
itm_shield_16_pl|生皮盾
itm_shield_17|圆盾
itm_shield_17_pl|圆盾
itm_shield_18|圆盾
itm_shield_18_pl|圆盾
itm_shield_19|丹麦盾
itm_shield_19_pl|丹麦盾
itm_shield_20|诺曼盾
itm_shield_20_pl|诺曼盾
itm_shield_21|圆盾
itm_shield_21_pl|圆盾
itm_gael_bigroundshield_01|盖尔圆盾
itm_gael_bigroundshield_01_pl|盖尔圆盾
