itm_no_item|INVALID ITEM{***}
itm_gael_bigroundshield_02|盖尔圆盾
itm_gael_bigroundshield_02_pl|盖尔圆盾
itm_gael_bigroundshield_03|盖尔圆盾
itm_gael_bigroundshield_03_pl|盖尔圆盾
itm_gael_bigroundshield_04|盖尔圆盾
itm_gael_bigroundshield_04_pl|盖尔圆盾
itm_gael_bigroundshield_05|盖尔圆盾
itm_gael_bigroundshield_05_pl|盖尔圆盾
itm_gael_bigroundshield_06|盖尔圆盾
itm_gael_bigroundshield_06_pl|盖尔圆盾
itm_gael_bigroundshield_07|盖尔圆盾
itm_gael_bigroundshield_07_pl|盖尔圆盾
itm_elf_shield|精灵之盾
itm_elf_shield_pl|精灵之盾
itm_tab_shield_round_c|彩绘凸圆盾
itm_tab_shield_round_c_pl|彩绘凸圆盾
itm_tab_shield_round_01_device|彩绘圆盾
itm_tab_shield_round_01_device_pl|彩绘圆盾
itm_tab_shield_round_01_nodevice|彩绘圆盾
itm_tab_shield_round_01_nodevice_pl|彩绘圆盾
itm_tab_shield_round_02_device|彩绘圆盾
itm_tab_shield_round_02_device_pl|彩绘圆盾
itm_tab_shield_round_02_nodevice|彩绘圆盾
itm_tab_shield_round_02_nodevice_pl|彩绘圆盾
itm_tab_shield_round_03_device|彩绘圆盾
itm_tab_shield_round_03_device_pl|彩绘圆盾
itm_tab_shield_round_03_nodevice|彩绘圆盾
itm_tab_shield_round_03_nodevice_pl|彩绘圆盾
itm_tab_shield_round_04_device|彩绘圆盾
itm_tab_shield_round_04_device_pl|彩绘圆盾
itm_tab_shield_round_04_nodevice|彩绘圆盾
itm_tab_shield_round_04_nodevice_pl|彩绘圆盾
itm_tab_shield_round_05_device|彩绘凸圆盾
itm_tab_shield_round_05_device_pl|彩绘凸圆盾
itm_tab_shield_round_05_nodevice|彩绘凸圆盾
itm_tab_shield_round_05_nodevice_pl|彩绘凸圆盾
itm_tab_shield_round_06_device|彩绘凸圆盾
itm_tab_shield_round_06_device_pl|彩绘凸圆盾
itm_tab_shield_round_06_nodevice|彩绘凸圆盾
itm_tab_shield_round_06_nodevice_pl|彩绘凸圆盾
itm_tab_shield_round_07_device|彩绘圆盾
itm_tab_shield_round_07_device_pl|彩绘圆盾
itm_tab_shield_round_07_nodevice|彩绘圆盾
itm_tab_shield_round_07_nodevice_pl|彩绘圆盾
itm_tab_shield_round_08_device|彩绘凸圆盾
itm_tab_shield_round_08_device_pl|彩绘凸圆盾
itm_tab_shield_round_08_nodevice|彩绘凸圆盾
itm_tab_shield_round_08_nodevice_pl|彩绘凸圆盾
itm_tab_shield_round_09_device|彩绘圆盾
itm_tab_shield_round_09_device_pl|彩绘圆盾
itm_tab_shield_round_09_nodevice|彩绘圆盾
itm_tab_shield_round_09_nodevice_pl|彩绘圆盾
itm_tab_shield_round_10_device|彩绘凸圆盾
itm_tab_shield_round_10_device_pl|彩绘凸圆盾
itm_tab_shield_round_10_nodevice|彩绘凸圆盾
itm_tab_shield_round_10_nodevice_pl|彩绘凸圆盾
itm_tab_shield_round_11_device|彩绘凸圆盾
itm_tab_shield_round_11_device_pl|彩绘凸圆盾
itm_tab_shield_round_11_nodevice|彩绘凸圆盾
itm_tab_shield_round_11_nodevice_pl|彩绘凸圆盾
itm_tab_shield_round_12_device|彩绘圆盾
itm_tab_shield_round_12_device_pl|彩绘圆盾
itm_tab_shield_round_12_nodevice|彩绘圆盾
itm_tab_shield_round_12_nodevice_pl|彩绘圆盾
itm_tab_shield_small_round_c|彩绘小圆盾
itm_tab_shield_small_round_c_pl|彩绘小圆盾
itm_small_roundsh1|小圆盾
itm_small_roundsh1_pl|小圆盾
itm_small_roundsh2|小圆盾
itm_small_roundsh2_pl|小圆盾
itm_small_roundsh3|小圆盾
itm_small_roundsh3_pl|小圆盾
itm_small_roundsh4|小圆盾
itm_small_roundsh4_pl|小圆盾
itm_small_roundsh5|小圆盾
itm_small_roundsh5_pl|小圆盾
itm_small_roundsh6|小圆盾
itm_small_roundsh6_pl|小圆盾
itm_h_shield1|H形盾
itm_h_shield1_pl|H形盾
itm_h_shield2|H形盾
itm_h_shield2_pl|H形盾
itm_h_shield3|H形盾
itm_h_shield3_pl|H形盾
itm_h_shield4|H形盾
itm_h_shield4_pl|H形盾
itm_h_shield5|H形盾
itm_h_shield5_pl|H形盾
itm_h_shield6|H形盾
itm_h_shield6_pl|H形盾
itm_squaresh_1|方盾
itm_squaresh_1_pl|方盾
itm_squaresh_2|方盾
itm_squaresh_2_pl|方盾
itm_squaresh_3|方盾
itm_squaresh_3_pl|方盾
itm_squaresh_4|方盾
itm_squaresh_4_pl|方盾
itm_squaresh_5|方盾
itm_squaresh_5_pl|方盾
itm_squaresh_6|方盾
itm_squaresh_6_pl|方盾
itm_darts|简易标枪
itm_darts_pl|简易标枪
itm_darts_melee|简易标枪
itm_darts_melee_pl|简易标枪
itm_javelin|标枪
itm_javelin_pl|标枪
itm_javelin_melee|标枪
itm_javelin_melee_pl|标枪
itm_javelin_skirmishes|战斗标枪
itm_javelin_skirmishes_pl|战斗标枪
itm_javelin_skirmishes_melee|战斗标枪
itm_javelin_skirmishes_melee_pl|战斗标枪
itm_javelin_skirmishesel|重标枪
itm_javelin_skirmishesel_pl|重标枪
itm_javelin_skirmishesel_melee|重标枪
itm_javelin_skirmishesel_melee_pl|重标枪
itm_javelin_jinetes|骑手标枪
itm_javelin_jinetes_pl|骑手标枪
itm_javelin_jinetes_melee|骑手标枪
itm_javelin_jinetes_melee_pl|骑手标枪
itm_throwing_spears|投矛
itm_throwing_spears_pl|投矛
itm_throwing_spear_melee|投矛
itm_throwing_spear_melee_pl|投矛
itm_throwing_spears2|投矛
itm_throwing_spears2_pl|投矛
itm_throwing_spear2_melee|投矛
itm_throwing_spear2_melee_pl|投矛
itm_stones|石头
itm_stones_pl|石头
itm_long_bow|长弓
itm_long_bow_pl|长弓
itm_long_bow2|优质长弓
itm_long_bow2_pl|优质长弓
itm_long_bow3|精制长弓
itm_long_bow3_pl|精制长弓
itm_hunting_crossbow|皮克特弩
itm_hunting_crossbow_pl|皮克特弩
itm_strong_bow|暗黑猎人
itm_strong_bow_pl|暗黑猎人
itm_war_bow|瞠目结舌
itm_war_bow_pl|瞠目结舌
itm_sling_rock1|投石索用石
itm_sling_rock1_pl|投石索用石
itm_sling_lead|投石索用铅块
itm_sling_lead_pl|投石索用铅块
itm_sling|投石索
itm_sling_pl|投石索
itm_sling2|投石索
itm_sling2_pl|投石索
itm_sling3|投石索
itm_sling3_pl|投石索
itm_sling_militar|军用投石索
itm_sling_militar_pl|军用投石索
itm_fustibalus1|投石器
itm_fustibalus1_pl|投石器
itm_fustibalus2|投石器
itm_fustibalus2_pl|投石器
itm_fustibalus_military|军用投石器
itm_fustibalus_military_pl|军用投石器
itm_torch|火把
itm_torch_pl|火把
itm_lyre|里拉琴
itm_lyre_pl|里拉琴
itm_lute|鲁特琴
itm_lute_pl|鲁特琴
itm_instruments_end|Instruments End
itm_instruments_end_pl|Instruments End
itm_court_dress|侍女裙
itm_court_dress_pl|侍女裙
itm_stones_siege|攻城用石
itm_stones_siege_pl|攻城用石
itm_trophy_a|战利品
itm_trophy_a_pl|战利品
itm_trophy_b|优良的战利品
itm_trophy_b_pl|优良的战利品
itm_trophy_c|极好的战利品
itm_trophy_c_pl|极好的战利品
itm_iniauhorn|因里奥的号角
itm_iniauhorn_pl|因里奥的号角
itm_tunic_with_green_cape|绿色带披风短袍
itm_tunic_with_green_cape_pl|绿色带披风短袍
itm_keys|钥匙串
itm_keys_pl|钥匙串
itm_bride_dress|新娘装
itm_bride_dress_pl|新娘装
itm_bride_crown|花冠
itm_bride_crown_pl|花冠
itm_bride_shoes|新娘鞋
itm_bride_shoes_pl|新娘鞋
itm_practice_bow_2|长弓
itm_practice_bow_2_pl|长弓
itm_practice_arrows_2|箭
itm_practice_arrows_2_pl|箭
itm_steel_bolts|攻城用石
itm_steel_bolts_pl|攻城用石
itm_heraldic_mail_with_tunic_b|衬衫
itm_heraldic_mail_with_tunic_b_pl|衬衫
itm_heraldic_mail_with_tabard|衬衫
itm_heraldic_mail_with_tabard_pl|衬衫
itm_thors_helmet|索尔之盔
itm_thors_helmet_pl|索尔之盔
itm_thors_armor|索尔之甲
itm_thors_armor_pl|索尔之甲
itm_thors_boots|索尔之靴
itm_thors_boots_pl|索尔之靴
itm_thors_hammer|索尔之锤
itm_thors_hammer_pl|索尔之锤
itm_deadly_bow|致命的弓
itm_deadly_bow_pl|致命的弓
itm_deadly_arrows|致命的箭
itm_deadly_arrows_pl|致命的箭
itm_honey|蜂蜜
itm_honey_pl|蜂蜜
itm_raw_leather|兽皮
itm_raw_leather_pl|兽皮
itm_furs|毛皮
itm_furs_pl|毛皮
itm_wool_cloth|毛织布
itm_wool_cloth_pl|毛织布
itm_oil|油
itm_oil_pl|油
itm_velvet|天鹅绒
itm_velvet_pl|天鹅绒
itm_work_axe|斧
itm_work_axe_pl|斧
itm_work_pickaxe|镐
itm_work_pickaxe_pl|镐
itm_work_pitchfork|杈
itm_work_pitchfork_pl|杈
itm_work_basket|篮子
itm_work_basket_pl|篮子
itm_torch2|火把
itm_torch2_pl|火把
itm_animal_boar|野猪
itm_animal_boar_pl|野猪
itm_animal_pig|猪
itm_animal_pig_pl|猪
itm_animal_piglet|猪崽
itm_animal_piglet_pl|猪崽
itm_animal_sheep|羊
itm_animal_sheep_pl|羊
itm_animal_sheep_b|羊
itm_animal_sheep_b_pl|羊
itm_animal_dog|狗
itm_animal_dog_pl|狗
itm_dog_companion_horse|狗
itm_dog_companion_horse_pl|狗
itm_magic_broom|古怪的扫帚
itm_magic_broom_pl|古怪的扫帚
itm_stones_mp|石头
itm_stones_mp_pl|石头
itm_invisible_armor|皇帝的新衣
itm_invisible_armor_pl|皇帝的新衣
itm_addon_mail4|熊皮链甲
itm_addon_mail4_pl|熊皮链甲
itm_addon_mail5|狼皮胸甲
itm_addon_mail5_pl|狼皮胸甲
itm_addon_mail6|熊皮胸甲
itm_addon_mail6_pl|熊皮胸甲
itm_addon_mail7|狼皮胸甲
itm_addon_mail7_pl|狼皮胸甲
itm_lamellar_armor2|鳞片胸甲
itm_lamellar_armor2_pl|鳞片胸甲
itm_trophy_norse|诺尔斯国王奖杯
itm_trophy_norse_pl|诺尔斯国王奖杯
itm_trophy_cymry|布立吞国王奖杯
itm_trophy_cymry_pl|布立吞国王奖杯
itm_trophy_irish|戈伊德尔大首领奖杯
itm_trophy_irish_pl|戈伊德尔大首领奖杯
itm_trophy_saxon|盎格鲁国王奖杯
itm_trophy_saxon_pl|盎格鲁国王奖杯
itm_bonus_tunic_1|使者外衣
itm_bonus_tunic_1_pl|使者外衣
itm_bonus_tunic_2|使者外衣
itm_bonus_tunic_2_pl|使者外衣
itm_bonus_tunic_3|商人外衣
itm_bonus_tunic_3_pl|商人外衣
itm_bonus_dress_1|皮克特精致长裙
itm_bonus_dress_1_pl|皮克特精致长裙
itm_bonus_dress_2|撒克逊皇家长裙
itm_bonus_dress_2_pl|撒克逊皇家长裙
itm_bonus_dress_3|诺尔斯贵妇长裙
itm_bonus_dress_3_pl|诺尔斯贵妇长裙
itm_thors_javelins|雷神的标枪
itm_thors_javelins_pl|雷神的标枪
itm_decap_head|无头
itm_decap_head_pl|无头
itm_work_axe_mp|斧
itm_work_axe_mp_pl|斧
itm_pickaxe_mp|镐
itm_pickaxe_mp_pl|镐
itm_seax_1_mp|古老的刀
itm_seax_1_mp_pl|古老的刀
itm_spear_1_mp|古老的矛
itm_spear_1_mp_pl|古老的矛
itm_crossbow_mp|皮克特弩
itm_crossbow_mp_pl|皮克特弩
itm_bolts_mp|螺栓
itm_bolts_mp_pl|螺栓
itm_items_end|Items End
itm_items_end_pl|Items End
itm_noswing_club_troll|巨人之斧
itm_noswing_club_troll_pl|巨人之斧
itm_noswing_knife|猎刀
itm_noswing_knife_pl|猎刀
itm_noswing_knife2|猎刀
itm_noswing_knife2_pl|猎刀
itm_noswing_knife3|猎刀
itm_noswing_knife3_pl|猎刀
itm_noswing_knife4|猎刀
itm_noswing_knife4_pl|猎刀
itm_noswing_knife5|猎刀
itm_noswing_knife5_pl|猎刀
itm_noswing_longseax1|阔刀
itm_noswing_longseax1_pl|阔刀
itm_noswing_longseax2|阔刀
itm_noswing_longseax2_pl|阔刀
itm_noswing_longseax3|阔刀
itm_noswing_longseax3_pl|阔刀
itm_noswing_longseax4|阔刀
itm_noswing_longseax4_pl|阔刀
itm_noswing_longseax5|阔刀
itm_noswing_longseax5_pl|阔刀
itm_noswing_longseax6|长刀
itm_noswing_longseax6_pl|长刀
itm_noswing_longseax7|长刀
itm_noswing_longseax7_pl|长刀
itm_noswing_longseax8|长刀
itm_noswing_longseax8_pl|长刀
itm_noswing_longseax9|长刀
itm_noswing_longseax9_pl|长刀
itm_noswing_longseax10|长刀
itm_noswing_longseax10_pl|长刀
itm_noswing_seax_1|刀
itm_noswing_seax_1_pl|刀
itm_noswing_seax_2|刀
itm_noswing_seax_2_pl|刀
itm_noswing_seax_3|刀
itm_noswing_seax_3_pl|刀
itm_noswing_seax_4|刀
itm_noswing_seax_4_pl|刀
itm_noswing_seax_5|刀
itm_noswing_seax_5_pl|刀
itm_noswing_ragnar_seax|拉格纳之刀
itm_noswing_ragnar_seax_pl|拉格纳之刀
itm_noswing_elf_seax|精灵之刀
itm_noswing_elf_seax_pl|精灵之刀
itm_noswing_spatha|剑
itm_noswing_spatha_pl|剑
itm_noswing_spatha_2|剑
itm_noswing_spatha_2_pl|剑
itm_noswing_spatha_3|剑
itm_noswing_spatha_3_pl|剑
itm_noswing_spatha_4|剑
itm_noswing_spatha_4_pl|剑
itm_noswing_spatha_5|剑
itm_noswing_spatha_5_pl|剑
itm_noswing_spatha_6|剑
itm_noswing_spatha_6_pl|剑
itm_noswing_spatha_7|剑
itm_noswing_spatha_7_pl|剑
itm_noswing_spatha_8|剑
itm_noswing_spatha_8_pl|剑
itm_noswing_sword|剑
itm_noswing_sword_pl|剑
itm_noswing_sword_2|剑
itm_noswing_sword_2_pl|剑
itm_noswing_sword_3|剑
itm_noswing_sword_3_pl|剑
itm_noswing_sword_4|剑
itm_noswing_sword_4_pl|剑
itm_noswing_sword_5|短剑
itm_noswing_sword_5_pl|短剑
itm_noswing_sword_6|短剑
itm_noswing_sword_6_pl|短剑
itm_noswing_sword_7|短剑
itm_noswing_sword_7_pl|短剑
itm_noswing_sword_8|短剑
itm_noswing_sword_8_pl|短剑
itm_noswing_new_sword1|短剑
itm_noswing_new_sword1_pl|短剑
itm_noswing_new_sword2|短剑
itm_noswing_new_sword2_pl|短剑
itm_noswing_new_sword3|短剑
itm_noswing_new_sword3_pl|短剑
itm_noswing_new_sword4|短剑
itm_noswing_new_sword4_pl|短剑
itm_noswing_new_sword5|短剑
itm_noswing_new_sword5_pl|短剑
itm_noswing_new_sword6|短剑
itm_noswing_new_sword6_pl|短剑
itm_noswing_noble_sword|华丽的剑
itm_noswing_noble_sword_pl|华丽的剑
itm_noswing_noble_sword_2|华丽的剑
itm_noswing_noble_sword_2_pl|华丽的剑
itm_noswing_noble_sword_3|华丽的剑
itm_noswing_noble_sword_3_pl|华丽的剑
itm_noswing_noble_sword_4|华丽的剑
itm_noswing_noble_sword_4_pl|华丽的剑
itm_noswing_noble_sword_5|华丽的剑
itm_noswing_noble_sword_5_pl|华丽的剑
itm_noswing_noble_sword_6|华丽的剑
itm_noswing_noble_sword_6_pl|华丽的剑
itm_noswing_old_swordv|布立吞剑
itm_noswing_old_swordv_pl|布立吞剑
itm_noswing_old_swordv2|布立吞剑
itm_noswing_old_swordv2_pl|布立吞剑
itm_noswing_old_swordv3|布立吞剑
itm_noswing_old_swordv3_pl|布立吞剑
itm_noswing_old_swordv4|布立吞剑
itm_noswing_old_swordv4_pl|布立吞剑
itm_noswing_old_swordv5|布立吞剑
itm_noswing_old_swordv5_pl|布立吞剑
itm_noswing_old_swordv6|布立吞剑
itm_noswing_old_swordv6_pl|布立吞剑
itm_noswing_old_swordv7|布立吞剑
itm_noswing_old_swordv7_pl|布立吞剑
itm_noswing_noble_sword_7|华丽的布立吞剑
itm_noswing_noble_sword_7_pl|华丽的布立吞剑
itm_noswing_noble_sword_8|华丽的布立吞剑
itm_noswing_noble_sword_8_pl|华丽的布立吞剑
itm_noswing_noble_sword_9|华丽的布立吞剑
itm_noswing_noble_sword_9_pl|华丽的布立吞剑
itm_noswing_noble_sword_10|华丽的布立吞剑
itm_noswing_noble_sword_10_pl|华丽的布立吞剑
itm_noswing_noble_sword_11|华丽的布立吞剑
itm_noswing_noble_sword_11_pl|华丽的布立吞剑
itm_noswing_noble_sword_12|华丽的布立吞剑
itm_noswing_noble_sword_12_pl|华丽的布立吞剑
itm_noswing_noble_sword_13|华丽的布立吞剑
itm_noswing_noble_sword_13_pl|华丽的布立吞剑
itm_noswing_noble_swordv|贵族剑
itm_noswing_noble_swordv_pl|贵族剑
itm_noswing_noble_swordv3|贵族剑
itm_noswing_noble_swordv3_pl|贵族剑
itm_noswing_noble_swordv4|贵族剑
itm_noswing_noble_swordv4_pl|贵族剑
itm_noswing_noble_swordv5|贵族剑
itm_noswing_noble_swordv5_pl|贵族剑
itm_noswing_noble_swordv6|贵族剑
itm_noswing_noble_swordv6_pl|贵族剑
itm_noswing_noble_swordv7|贵族剑
itm_noswing_noble_swordv7_pl|贵族剑
itm_noswing_irish_long_sword1|戈伊德尔贵族长剑
itm_noswing_irish_long_sword1_pl|戈伊德尔贵族长剑
itm_noswing_irish_long_sword2|戈伊德尔贵族长剑
itm_noswing_irish_long_sword2_pl|戈伊德尔贵族长剑
itm_noswing_irish_long_sword3|戈伊德尔长剑
itm_noswing_irish_long_sword3_pl|戈伊德尔长剑
itm_noswing_irish_long_sword4|戈伊德尔长剑
itm_noswing_irish_long_sword4_pl|戈伊德尔长剑
itm_noswing_irish_long_sword5|戈伊德尔长剑
itm_noswing_irish_long_sword5_pl|戈伊德尔长剑
itm_noswing_irish_long_sword6|戈伊德尔长剑
itm_noswing_irish_long_sword6_pl|戈伊德尔长剑
itm_noswing_irish_long_sword7|戈伊德尔长剑
itm_noswing_irish_long_sword7_pl|戈伊德尔长剑
itm_noswing_irish_long_sword8|戈伊德尔长剑
itm_noswing_irish_long_sword8_pl|戈伊德尔长剑
itm_noswing_irish_short_sword1|戈伊德尔短剑
itm_noswing_irish_short_sword1_pl|戈伊德尔短剑
itm_noswing_irish_short_sword2|戈伊德尔短剑
itm_noswing_irish_short_sword2_pl|戈伊德尔短剑
itm_noswing_irish_short_sword3|戈伊德尔短剑
itm_noswing_irish_short_sword3_pl|戈伊德尔短剑
itm_noswing_championsword1|戈伊德尔勇士剑
itm_noswing_championsword1_pl|戈伊德尔勇士剑
itm_noswing_championsword2|戈伊德尔勇士剑
itm_noswing_championsword2_pl|戈伊德尔勇士剑
itm_noswing_widow_maker|寡妇制造者
itm_noswing_widow_maker_pl|寡妇制造者
itm_noswing_suttonhoosword2|强盗王之剑
itm_noswing_suttonhoosword2_pl|强盗王之剑
itm_noswing_siren_song|塞壬之歌
itm_noswing_siren_song_pl|塞壬之歌
itm_noswing_sword_of_war|奥维尔之剑
itm_noswing_sword_of_war_pl|奥维尔剑
itm_noswing_sword_premium1|纳德之剑
itm_noswing_sword_premium1_pl|纳德之剑
itm_noswing_sword_premium2|龙之剑
itm_noswing_sword_premium2_pl|龙之剑
itm_noswing_sword_premium3|布林朱庇特之剑
itm_noswing_sword_premium3_pl|布林朱庇特之剑
itm_noswing_one_handed_war_axe_a|短战斧
itm_noswing_one_handed_war_axe_a_pl|短战斧
itm_noswing_one_handed_war_axe_b|短战斧
itm_noswing_one_handed_war_axe_b_pl|短战斧
itm_noswing_one_handed_war_axe_c|短战斧
itm_noswing_one_handed_war_axe_c_pl|短战斧
itm_noswing_one_handed_war_axe_d|短战斧
itm_noswing_one_handed_war_axe_d_pl|短战斧
itm_noswing_one_handed_war_axe_e|长战斧
itm_noswing_one_handed_war_axe_e_pl|长战斧
itm_noswing_one_handed_war_axe_f|长战斧
itm_noswing_one_handed_war_axe_f_pl|长战斧
itm_noswing_frankish_axe|法兰克战斧
itm_noswing_frankish_axe_pl|法兰克战斧
itm_noswing_staff|棍
itm_noswing_staff_pl|棍
itm_noswing_quarter_staff|短棍
itm_noswing_quarter_staff_pl|短棍
itm_noswing_pitch_fork|粪叉
itm_noswing_pitch_fork_pl|粪叉
itm_noswing_battle_fork|牧羊杖
itm_noswing_battle_fork_pl|牧羊杖
itm_noswing_light_spear1|轻型矛
itm_noswing_light_spear1_pl|轻型矛
itm_noswing_light_spear2|轻型矛
itm_noswing_light_spear2_pl|轻型矛
itm_noswing_light_spear3|轻型矛
itm_noswing_light_spear3_pl|轻型矛
itm_noswing_light_spear4|轻型矛
itm_noswing_light_spear4_pl|轻型矛
itm_noswing_war_spear1|战矛
itm_noswing_war_spear1_pl|战矛
itm_noswing_war_spear2|战矛
itm_noswing_war_spear2_pl|战矛
itm_noswing_war_spear3|战矛
itm_noswing_war_spear3_pl|战矛
itm_noswing_heavy_spear1|重型矛
itm_noswing_heavy_spear1_pl|重型矛
itm_noswing_heavy_spear2|重型矛
itm_noswing_heavy_spear2_pl|重型矛
itm_noswing_heavy_spear3|重型矛
itm_noswing_heavy_spear3_pl|重型矛
itm_noswing_long_light_spear1|轻型长矛
itm_noswing_long_light_spear1_pl|轻型长矛
itm_noswing_long_light_spear2|轻型长矛
itm_noswing_long_light_spear2_pl|轻型长矛
itm_noswing_long_war_spear1|长战矛
itm_noswing_long_war_spear1_pl|长战矛
itm_noswing_long_war_spear2|长战矛
itm_noswing_long_war_spear2_pl|长战矛
itm_noswing_long_heavy_spear1|重型长矛
itm_noswing_long_heavy_spear1_pl|重型长矛
itm_noswing_long_heavy_spear2|重型长矛
itm_noswing_long_heavy_spear2_pl|重型长矛
itm_noswing_new_mace|权杖
itm_noswing_new_mace_pl|权杖
itm_noswing_premium_spear1|冈格尼尔
itm_noswing_premium_spear1_pl|冈格尼尔
itm_noswing_standard|军旗
itm_noswing_standard_pl|军旗
itm_noswing_standard_dragon|龙旗
itm_noswing_standard_dragon_pl|龙旗
itm_noswing_darts_melee|简易标枪
itm_noswing_darts_melee_pl|简易标枪
itm_noswing_javelin_melee|标枪
itm_noswing_javelin_melee_pl|标枪
itm_noswing_javelin_skirmishes_melee|战斗标枪
itm_noswing_javelin_skirmishes_melee_pl|战斗标枪
itm_noswing_javelin_skirmishesel_melee|重标枪
itm_noswing_javelin_skirmishesel_melee_pl|重标枪
itm_noswing_javelin_jinetes_melee|骑手标枪
itm_noswing_javelin_jinetes_melee_pl|骑手标枪
itm_noswing_throwing_spear_melee|投矛
itm_noswing_throwing_spear_melee_pl|投矛
itm_noswing_throwing_spear2_melee|投矛
itm_noswing_throwing_spear2_melee_pl|投矛
itm_noswing_torch|火把
itm_noswing_torch_pl|火把
itm_noswing_work_pitchfork|草叉
itm_noswing_work_pitchfork_pl|草叉
itm_noswing_dog_bite|螺丝
itm_noswing_dog_bite_pl|螺丝
itm_noswing_seax_1_mp|古老的刀
itm_noswing_seax_1_mp_pl|古老的刀
itm_noswing_spear_1_mp|古老的矛
itm_noswing_spear_1_mp_pl|古老的矛
